#Frame            H-O        H-OG1        H2N-O      H2N-OG1
    5664       3.4082       2.4651       2.3355       2.7001
    5665       3.0886       2.2237       2.5394       2.6195
    5666       3.2476       2.4214       2.9115       2.8437
    5667       3.4535       2.4133       2.0265       2.4126
    5668       3.2466       2.4363       2.2317       2.5534
    5669       3.3668       2.5046       2.1214       2.4464
    5670       3.1733       2.4615       2.2609       2.4753
    5671       3.3019       2.6146       2.3693       2.4567
    5672       3.3609       2.5980       2.3952       2.2362
    5673       3.2497       2.5118       2.3442       2.6728
    5674       3.2916       2.2932       2.1087       2.3243
    5675       3.5811       2.3505       2.5286       2.5672
    5676       3.4722       2.6637       2.3448       2.4621
    5677       3.3965       2.6327       2.0001       2.6553
    5678       3.1820       2.4596       2.3524       2.7220
    5679       3.4227       2.5165       2.1950       2.4258
    5680       3.4656       2.4164       2.6101       2.5170
    5681       3.3879       2.1803       2.3039       2.3828
    5682       3.1438       2.4885       3.0729       2.6960
    5683       3.4366       2.5066       3.2031       2.6565
    5684       3.3195       2.5759       3.0518       2.6572
    5685       3.2762       2.4314       2.6323       2.4331
    5686       3.2949       2.6602       2.3525       2.6238
    5687       3.0570       2.4169       2.0719       2.4385
    5688       3.1402       2.7794       2.4446       2.6350
    5689       2.9707       2.3229       2.5757       2.4493
    5690       3.1123       2.5239       3.1254       2.8756
    5691       2.7830       2.2935       3.1136       2.8229
    5692       3.0669       2.3167       3.0736       2.5049
    5693       3.0681       2.2490       2.0081       2.3678
    5694       3.0327       2.5649       3.3609       2.6063
    5695       3.2039       2.3390       3.3201       2.9024
    5696       3.2286       2.4889       2.6249       2.3750
    5697       3.2763       2.5012       3.4512       2.7331
    5698       2.9961       2.3833       3.2099       2.7213
    5699       3.4816       2.4655       3.7440       2.9576
    5700       3.2337       2.4023       2.7842       2.6718
    5701       2.9861       2.5171       2.1318       2.3777
    5702       3.1953       2.1673       4.1904       2.9490
    5703       3.1083       2.3502       3.0469       2.9992
    5704       3.3360       2.3724       3.0436       2.8137
    5705       3.1705       2.2453       2.4055       2.3665
    5706       3.1372       2.6651       3.2487       2.8879
    5707       3.0860       2.5235       2.7841       2.3839
    5708       3.1354       2.7386       2.2816       2.3908
    5709       3.0253       2.1497       2.7439       2.6339
    5710       3.3343       2.6188       2.9077       2.4300
    5711       3.2226       2.1989       2.6085       2.4335
    5712       3.0349       2.7983       2.5630       2.4965
    5713       2.9896       2.4108       4.1547       2.8178
    5714       3.3791       2.6743       3.7798       2.5345
    5715       3.4181       2.5107       2.5283       2.5642
    5716       3.2884       2.6576       2.4178       2.5387
    5717       3.2055       2.1705       2.1911       2.8012
    5718       3.1453       2.2027       2.0408       2.6361
    5719       3.2030       2.3985       2.4964       2.5311
    5720       3.2876       2.5106       3.1331       2.6379
    5721       3.1150       2.7291       2.7779       2.3900
    5722       3.0614       2.5560       2.6601       2.6190
    5723       3.1600       2.6934       2.7601       2.5429
    5724       3.4311       2.4874       3.4362       2.6733
    5725       3.2068       2.5631       2.2388       2.3599
    5726       3.2015       2.7289       2.2640       2.4747
    5727       3.2936       2.9758       2.2808       2.5365
    5728       2.9238       2.4871       2.1750       2.4974
    5729       3.3258       2.4271       2.2270       2.3777
    5730       3.2778       2.4271       1.9230       2.3404
    5731       3.2711       2.1902       2.0377       2.6793
    5732       3.3471       2.3364       2.3878       2.5335
    5733       3.1699       2.1820       2.7162       2.6290
    5734       3.2006       2.4674       2.6830       2.5815
    5735       3.2473       2.4542       3.6429       2.6202
    5736       3.3302       2.2931       3.8020       2.2892
    5737       3.1094       2.4342       3.0535       2.6976
    5738       3.2407       2.5644       3.2787       2.6298
    5739       3.2069       2.1439       3.4485       2.8461
    5740       3.4091       2.5374       3.0903       2.6124
    5741       2.9115       2.0407       4.1886       2.8625
    5742       3.3521       2.5264       3.2953       2.3688
    5743       3.0985       2.2221       3.8789       2.9394
    5744       3.1552       2.6599       3.0472       2.5914
    5745       3.2433       2.3958       3.5842       2.8681
    5746       3.1302       2.4012       3.6268       2.4887
    5747       2.9249       2.4376       2.7673       2.3420
    5748       3.1800       2.4036       3.1127       2.6873
    5749       3.3352       2.5723       3.3806       2.4518
    5750       2.9954       2.2422       4.2193       2.5676
    5751       3.4379       2.5470       1.9819       2.4876
    5752       2.9900       2.4830       2.8920       2.4966
    5753       3.0047       2.3363       3.3552       2.6599
    5754       3.2435       2.5142       4.6622       2.9423
    5755       3.1797       2.4027       4.1261       2.7590
    5756       3.1294       2.4728       3.5608       2.5624
    5757       3.2502       2.8537       3.0021       2.4861
    5758       3.5165       2.7033       2.6714       2.5008
    5759       3.1776       2.5339       2.3896       2.3675
    5760       3.4631       2.6344       1.8262       2.7998
    5761       3.5315       2.6599       2.3206       2.7524
    5762       3.5398       2.5234       2.3339       2.4957
    5763       3.6904       2.6735       2.2369       2.4956
    5764       3.2377       2.5933       1.9754       2.5787
    5765       3.4073       2.5319       2.8179       2.7495
    5766       3.3084       2.6273       2.1191       2.4121
    5767       3.4926       2.6041       3.9775       3.1335
    5768       3.4235       2.6423       3.1851       2.5273
    5769       3.3390       2.4375       2.4839       2.5642
    5770       3.0890       2.3278       2.8405       2.4416
    5771       3.2802       2.4806       2.1769       2.6656
    5772       3.1512       2.4001       4.1297       2.9251
    5773       3.2897       2.5354       2.6426       2.6783
    5774       3.1729       2.5519       3.8566       2.9593
    5775       2.8508       2.5017       3.0601       2.6036
    5776       3.2253       2.3890       3.5496       2.7005
    5777       3.2408       2.2991       3.1140       2.5881
    5778       3.3290       2.3948       3.7982       2.7351
    5779       3.3421       2.7245       2.7444       2.3802
    5780       3.2363       2.3632       3.6322       2.6847
    5781       2.9140       2.4340       3.4235       2.7189
    5782       3.2516       2.5406       3.3494       2.8164
    5783       3.2276       2.5581       3.7043       2.9063
    5784       2.9660       2.5153       3.7148       3.0142
    5785       2.9267       2.1383       3.0163       2.5521
    5786       3.0086       2.4057       3.6594       2.7040
    5787       2.9343       2.4112       3.3267       2.5835
    5788       3.2588       2.6080       3.7315       2.8807
    5789       3.2054       2.2389       3.3532       2.8811
    5790       3.2533       2.4687       3.5771       2.7256
    5791       3.4738       2.5350       4.2474       2.6922
    5792       3.5527       2.2824       3.1513       2.5590
    5793       2.9555       2.2098       2.6601       2.6237
    5794       3.1832       2.4516       3.7494       2.6081
    5795       2.9195       2.4800       3.5683       2.6387
    5796       2.8536       2.2713       3.0455       2.4173
    5797       3.4597       2.3218       2.7483       2.3820
    5798       3.2351       2.4863       2.3947       2.4191
    5799       2.8660       2.4958       3.6259       2.7213
    5800       2.7742       2.4723       3.8281       3.1790
    5801       3.1281       2.4254       2.7023       2.3682
    5802       2.9685       2.4982       3.5510       2.4968
    5803       3.2055       2.4948       2.7404       2.6507
    5804       3.2627       2.2776       2.8942       2.7039
    5805       3.3412       2.5775       2.8451       2.5187
    5806       3.3657       2.3888       2.4278       2.4374
    5807       3.0892       2.4026       2.9486       2.6773
    5808       3.0006       2.4573       2.3544       2.1524
    5809       3.0814       2.6889       2.4224       2.4020
    5810       3.2724       2.5087       2.3155       2.5289
    5811       3.0711       2.4730       3.1642       2.6414
    5812       3.2586       2.4433       3.2751       2.5314
    5813       3.1446       2.5065       2.8509       2.3075
    5814       3.3089       2.3488       2.2028       2.3079
    5815       3.3946       2.4963       2.3510       2.3853
    5816       2.9984       2.5853       2.4503       2.5308
    5817       3.3581       2.4538       2.1631       2.6191
    5818       3.4116       2.5789       2.6762       2.4857
    5819       3.5545       2.5938       2.2384       2.5663
